3_Dip_Subdel_0_10_3_3_5_50 2.8
3_Dip_Subdel_0_10_2_2_3_50 2.9
3_Dip_Subdel_0_1_3_3_0_70 3
3_Dip_Subdel_0_1_4_4_2_80 3.4
3_Dip_Subdel_0_1_4_4_3_80 3.5
3_Dip_Subdel_0_2_6_6_5_80 3.7
3_Dip_Subdel_0_2_4_4_3_80 3.8
3_Dip_Subdel_0_3_5_5_4_80 3.9
3_Dip_Subdel_0_3_5_5_5_80 4
3_Dip_Subdel_0_4_5_5_5_80 4.1
3_Dip_Subdel_0_4_4_4_5_80 4.2
3_Dip_Subdel_0_10_4_4_5_80 5.5
3_Dip_Subdel_0_11_4_4_5_80 5.7
3_Dip_Subdel_0_2_2_2_1_90 6.4
3_Dip_Subdel_0_3_4_4_3_90 6.5
3_Dip_Subdel_0_3_6_6_5_90 6.6
3_Dip_Subdel_0_3_2_2_1_90 6.7
3_Dip_Subdel_0_3_4_4_4_90 6.8
3_Dip_Subdel_0_3_2_2_2_90 7
3_Dip_Subdel_0_4_2_2_2_90 7.1
3_Dip_Subdel_0_3_3_3_4_90 7.2
3_Dip_Subdel_0_4_3_3_4_90 7.4
3_Dip_Subdel_0_4_2_2_3_90 7.5
3_Dip_Subdel_0_10_3_3_4_90 8.3
3_Dip_Subdel_0_11_3_3_4_90 8.5
3_Dip_Subdel_0_11_2_2_3_90 8.7
6_Dip_Subdel_0_8_4_4_5_90 10.4
6_Dip_Subdel_0_10_4_4_5_90 11.2
6_Dip_Subdel_0_11_4_4_5_90 11.5
3_Dip_Subdel_0_5_6_6_4_100 14.2
3_Dip_Subdel_0_8_6_6_4_100 14.9
3_Dip_Subdel_0_9_6_6_4_100 15.2
3_Dip_Subdel_0_5_6_6_5_100 15.4
3_Dip_Subdel_0_10_6_6_4_100 15.5
6_Dip_Subdel_0_7_1_1_1_100 16.1
6_Dip_Subdel_0_8_4_4_5_100 16.3
3_Dip_Subdel_0_4_2_2_2_100 16.6
6_Dip_Subdel_0_11_4_4_5_100 17.4
3_Dip_Subdel_0_4_3_3_4_100 18
3_Dip_Subdel_0_3_2_2_3_100 18.6
3_Dip_Subdel_0_4_2_2_3_100 18.8
3_Dip_Subdel_0_10_2_2_3_100 19.7
3_Dip_Subdel_0_3_0_0_0_100 20
3_Dip_Subdel_0_4_0_0_0_100 20.1
3_Dip_Subdel_0_10_0_0_0_100 20.9
3_Dip_Ins_0_1_5_5_3_30 0.1
3_Dip_Ins_0_1_4_4_2_60 0.6
3_Dip_Ins_0_1_6_6_2_60 0.7
3_Dip_Ins_0_1_5_5_2_60 0.8
3_Dip_Ins_0_1_6_6_3_60 0.9
3_Dip_Ins_0_10_6_6_3_60 1.7
3_Dip_Ins_0_10_6_6_2_70 4
3_Dip_Ins_0_1_3_3_1_70 4.8
3_Dip_Ins_0_1_6_6_3_70 5.2
3_Dip_Ins_0_10_6_6_3_70 5.6
3_Dip_Ins_0_1_5_5_4_70 6.5
3_Dip_Ins_0_10_5_5_4_70 6.6
3_Dip_Ins_0_10_3_3_1_80 6.9
3_Dip_Ins_0_10_3_3_3_80 7.2
3_Dip_Ins_0_10_4_4_4_80 7.5
3_Dip_Ins_0_10_2_2_1_90 12.3
3_Dip_Ins_0_10_3_3_2_90 12.4
3_Dip_Ins_0_10_2_2_2_90 12.8
3_Dip_Ins_0_10_4_4_4_90 13.6
3_Dip_Ins_0_10_2_2_3_90 13.7
3_Dip_Ins_0_10_3_3_5_90 13.9
3_Dip_Ins_0_10_0_0_0_90 14
3_Dip_Ins_0_10_3_3_3_100 46.2
3_Dip_Ins_0_10_2_2_2_100 48.4
3_Dip_Ins_0_10_1_1_1_100 50.2
3_Dip_Ins_0_10_3_3_5_100 53.2
3_Dip_Ins_0_10_0_0_0_100 54.9
